"name","rank","position","location","commitCollege","year"
"RODNEY WILLIAMS","100","SF","New Hope, MN Robbinsdale Cooper Sr.","Minnesota","2009"
"ANDREW BOCK","101","PG","Rialto, CA Eisenhower","Creighton","2009"
"D.J. BYRD","102","SG","Crawfordsville, IN North Montgomery","Purdue","2009"
"DEREK ELSTON","103","SF","Tipton, IN Tipton","Indiana","2009"
"ERIK WILLIAMS","104","SF","Cypress, TX Cypress Springs","Marquette","2009"
"SHAWN KEMP","105","C","Chatham, VA Hargrave Military Academy","Auburn","2009"
"XAVIER THAMES","106","PG","Elk Grove, CA Pleasant Grove","Washington St","2009"
"JORDAN HULLS","107","PG","Bloomington, IN Bloomington South","Indiana","2009"
"C.J. WILCOX","108","SG","Pleasant Grove, UT Pleasant Grove","Washington","2009"
"CARLOS LOPEZ","109","PF","Henderson, NV Findlay Prep","UNLV","2009"
"TIM FRAZIER","110","PG","Houston, TX Strake Jesuit","Penn State","2009"
"JARRED SHAW","111","C","Dallas, TX Carter","Oklahoma State","2009"
"BAWA MUNIRU","112","C","Durham, NC Mt. Zion","Indiana","2009"
"ROSCOE DAVIS","113","PF","Laurinburg, NC Laurinburg","Undecided","2009"
"VICTOR RUDD","114","PF","Henderson, NV Findlay Prep","Arizona State","2009"
"DEMETRIUS WALKER","115","SG","Phoenix, AZ St. Mary's","Arizona State","2009"
"SAM DOWER","116","PF","Osseo, MN Osseo","Gonzaga","2009"
"LAKEEM JACKSON","117","SF","Arden, NC Christ School","South Carolina","2009"
"MIKE BRUESEWITZ","118","PF","Mendota Heights, MN Sibley","Wisconsin","2009"
"NICK RUSSELL","119","PG","Arlington, TX Grace Prep","Kansas State","2009"
"TYLER GRIFFEY","120","PF","Ballwin, MO Lafayette High","Illinois","2009"
"STEVEN PLEDGER","121","SG","Chesapeake, VA Atlantic Shores Christian","Oklahoma","2009"
"KEVIN PARROM","122","SF","South Kent, CT South Kent","Arizona","2009"
"DASHONTE RILEY","123","C","Birmingham, MI Country Day","Syracuse","2009"
"LAMAR PATTERSON","124","SF","Newark, NJ St. Benedict's Prep","Pittsburgh","2009"
"JASON CALLISTE","125","SG","Winston-Salem, NC Quality Education Academy","Detroit","2009"
"ANDRE MALONE","126","SG","Atlanta, GA South Atlanta","Auburn","2009"
"DESHAWN PAINTER","127","C","Chatham, VA Hargrave Military Academy","NC State","2009"
"JOSEPH BERTRAND","128","SG","Sterling, IL Sterling","Illinois","2009"
"DIAMOND TAYLOR","129","SG","Bolingbrook, IL Bolingbrook","Wisconsin","2009"
"JOE BURTON","130","C","Hemet, CA West Valley","Oregon State","2009"
"KOURTNEY ROBERSON","131","PF","Humble, TX Christian Life Center","Texas A&M","2009"
"TERRANCE SHANNON","132","PF","Forsyth, GA Mary Persons","Florida State","2009"
"SCOTT WOOD","133","SG","Marion, IN Marion","NC State","2009"
"GARRIUS ADAMS","134","SF","Apex, NC Middle Creek","Miami (FL)","2009"
"BRIAN OLIVER","135","SF","Mouth of Wilson, VA Oak Hill Academy","Georgia Tech","2009"
"MICHAEL DIXON","136","PG","Kansas City, MO Lee's Summit West","Missouri","2009"
"MATT VOGRICH","137","SG","Lake Forest, IL Lake Forest","Michigan","2009"
"A.J. WALTON","138","PG","Little Rock, AR Hall High School","Baylor","2009"
"DALTON PEPPER","139","SG","Fairless Hills, PA Pennsbury","West Virginia","2009"
"KHRIS MIDDLETON","140","SF","Charleston, SC Porter Gaud School","Texas A&M","2009"
"JORDAN SWING","141","SF","Vestavia Hills, AL Vestavia Hills","W Kentucky","2009"
"BRANDON TRICHE","142","SG","Dewitt, NY Jamesville-Dewitt","Syracuse","2009"
"JOHNNIE LACY","143","PG","Fitchburg, MA Notre Dame","Providence","2009"
"ANTHONY STOVER","144","C","Los Angeles, CA Windward","UCLA","2009"
"TYLER HAWS","145","SG","Highland, UT Lone Peak","Brigham Young","2009"
"GLENN BRYANT","146","PF","Mouth of Wilson, VA Oak Hill Academy","Arkansas","2009"
"CLARENCE TRENT","147","PF","Patterson, NC Patterson School","Washington","2009"
"RAMON GALLOWAY","148","PG","West Palm Beach, FL Dwyer","South Carolina","2009"
"DONNOVAN KIRK","149","PF","Detroit, MI Country Day","Miami (FL)","2009"
"DONTE HILL","150","SG","Virginia Beach, VA Norfolk Collegiate School","Clemson","2009"
"JOSH SELBY","1","PG","Baltimore, MD Lake Clifton","Kansas","2010"
"HARRISON BARNES","2","SF","Ames, IA Ames Senior","North Carolina","2010"
"ENES KANTER","3","PF","Merced, CA Stone Ridge Prep","Kentucky","2010"
"KYRIE IRVING","4","PG","Elizabeth, NJ The Patrick School","Duke","2010"
"JARED SULLINGER","5","C","Columbus, OH Northland","Ohio State","2010"
"BRANDON KNIGHT","6","PG","Ft Lauderdale, FL Pine Crest","Kentucky","2010"
"TOBIAS HARRIS","7","PF","Glen Head, NY Half Hollow Hills West","Tennessee","2010"
"CORY JOSEPH","8","PG","Henderson, NV Findlay Prep","Texas","2010"
"PERRY JONES","9","PF","Dallas, TX Duncanville","Baylor","2010"
"REGGIE BULLOCK","10","SG","Kinston, NC Kinston","North Carolina","2010"
"WILL BARTON","11","SG","Wolfboro, NH Brewster Academy","Memphis","2010"
"TONY MITCHELL","12","SF","Dallas, TX Pinkston","Missouri","2010"
"TERRENCE JONES","13","PF","Portland, OR Jefferson","Kentucky","2010"
"C.J. LESLIE","14","PF","Raleigh, NC Word Of God Christian Academy","NC State","2010"
"JELAN KENDRICK","15","SF","Marietta, GA Wheeler","Memphis","2010"
"FABRICIO DE MELO","16","C","Weston, FL Sagemont","Syracuse","2010"
"TRISTAN THOMPSON","17","PF","Henderson, NV Findlay Prep","Texas","2010"
"JOE JACKSON","18","PG","Memphis, TN White Station","Memphis","2010"
"RYAN HARROW","19","PG","Marietta, GA Walton","NC State","2010"
"ADREIAN PAYNE","20","C","Dayton, OH Jefferson","Michigan State","2010"
"DORON LAMB","21","SG","Mouth of Wilson, VA Oak Hill Academy","Kentucky","2010"
"DESHAUN THOMAS","22","PF","Fort Wayne, IN Bishop Luers","Ohio State","2010"
"JOSH SMITH","23","C","Covington, WA Kentwood","UCLA","2010"
"VANDER BLUE","24","PG","Madison, WI Madison Memorial","Marquette","2010"
"DWIGHT POWELL","25","PF","Bradenton, FL IMG Academy","Stanford","2010"
"KEALA KING","26","PG","Compton, CA Mater Dei","Arizona State","2010"
"PATRIC YOUNG","27","C","Jacksonville, FL Paxon School/Advanced Studies","Florida","2010"
"TREY ZEIGLER","28","SG","Mount Pleasant, MI Mount Pleasant","C Michigan","2010"
"DION WAITERS","29","SG","Burlington, NJ Life Center Academy","Syracuse","2010"
"K.T. HARRELL","30","SG","Montgomery, AL Brewbaker Tech Magnet","Virginia","2010"
"MEYERS LEONARD","31","C","Robinson, IL Robinson","Illinois","2010"
"KENDALL MARSHALL","32","PG","Arlington, VA Bishop O'Connell","North Carolina","2010"
"STACEY POOLE","33","SF","Jacksonville, FL Providence School","Kentucky","2010"
"CAMERON CLARK","34","SF","Sherman, TX Sherman","Oklahoma","2010"
"JEREME RICHMOND","35","SF","Waukegan, IL Waukegan","Illinois","2010"
"LORENZO BROWN","36","PG","Alpharetta, Ga., VA Hargrave Military Academy","NC State","2010"
"ROSCOE SMITH","37","SF","Mouth of Wilson, VA Oak Hill Academy","Connecticut","2010"
"KEITH APPLING","38","PG","Detroit, MI Pershing","Michigan State","2010"
"JORDAN SIBERT","39","SG","Cincinnati, OH Princeton","Ohio State","2010"
"MICHAEL COBBINS","40","PF","Amarillo, TX Palo Duro","Oklahoma State","2010"
"TYLER LAMB","41","SG","Santa Ana, CA Mater Dei","UCLA","2010"
"JAMES BELL","42","SF","Montverde, FL Montverde Academy","Villanova","2010"
"RAY MCCALLUM","43","PG","Detroit, MI Country Day","Detroit","2010"
"GORGUI DIENG","44","PF","Huntington, WV Huntington Prep","Louisville","2010"
"LUKE COTHRON","45","PF","Red Springs, NC Flora Macdonald Academy","Auburn","2010"
"DOMINIQUE FERGUSON","46","PF","Chatham, VA Hargrave Military Academy","FIU","2010"
"JORDAN MCRAE","47","SG","Midway, GA Liberty County","Tennessee","2010"
"TERRENCE ROSS","48","SG","Portland, OR Jefferson","Washington","2010"
"JUWAN STATEN","49","PG","Mouth of Wilson, VA Oak Hill Academy","Dayton","2010"
"JUSTIN COLEMAN","50","SF","Huntington, WV Huntington Prep","Louisville","2010"
"TERONE JOHNSON","51","PG","Indianapolis, IN North Central","Purdue","2010"
"JAMAIL JONES","52","SF","Montverde, FL Montverde Academy","Marquette","2010"
"J.T. TERRELL","53","SG","Charlotte, NC West Charlotte","Wake Forest","2010"
"TARIK BLACK","54","C","Memphis, TN Ridgeway","Memphis","2010"
"NATE LUBICK","55","PF","Southborough, MA St. Mark's","Georgetown","2010"
"JOSHUA HAIRSTON","56","PF","Spotsylvania, VA Courtland","Duke","2010"
"TRAVIS MCKIE","57","SF","Richmond, VA John Marshall","Wake Forest","2010"
"GERARD COLEMAN","58","SG","Tilton, NH Tilton School","Providence","2010"
"EVAN SMOTRYCZ","59","SF","New Hampton, NH New Hampton Prep","Michigan","2010"
"MYCHAL PARKER","60","SF","Crozet, VA Miller School","Maryland","2010"
"PHIL PRESSEY","61","PG","Dallas, TX Episcopal School Of Dallas","Missouri","2010"
"IAN MILLER","62","PG","Charlotte, NC United Faith Christian Academy","Florida State","2010"
"TRAE GOLDEN","63","SG","Powder Springs, GA McEachern","Tennessee","2010"
"DAMONTRE HARRIS","64","PF","Fayetteville, NC Trinity Christian","South Carolina","2010"
"ANTHONY BROWN","65","SG","Huntington Beach, CA Ocean View","Stanford","2010"
"ERIC ATKINS","66","PG","Columbia, MD Mount St. Joseph","Notre Dame","2010"
"OKARO WHITE","67","PF","Clearwater, FL Clearwater","Florida State","2010"
"RION BROWN","68","SG","Hinesville, GA Liberty County","Miami (FL)","2010"
"ALLEN CRABBE","69","SG","Los Angeles, CA Price","California","2010"
"JARELL EDDIE","70","SF","Concord, NC Cannon School","Virginia Tech","2010"
"CASEY PRATHER","71","SF","Jackson, TN North Side","Florida","2010"
"CHRIS CRAWFORD","72","SG","Memphis, TN Sheffield","Memphis","2010"
"JAYVAUGHN PINKSTON","73","PF","Brooklyn, NY Bishop Loughlin","Villanova","2010"
"JAVAREZ WILLIS","74","PG","Humble, TX Christian Life Center","Texas Tech","2010"
"DANIEL BEJARANO","75","SG","Phoenix, AZ North","Arizona","2010"
"JEREMY LAMB","76","SG","Norcross, GA Norcross","Connecticut","2010"
"MATT DERENBECKER","77","SF","Metairie, LA Metairie Park Country Day","Louisiana State","2010"
"GARY FRANKLIN","78","PG","Santa Ana, CA Mater Dei","Baylor","2010"
"C.J. AIKEN","79","C","Plymouth Meeting, PA Plymouth Whitemarsh Sr","St. Joseph's","2010"
"MARKEL STARKS","80","PG","Accokeek, MD Georgetown Prep","Georgetown","2010"
"RICKEY SCOTT","81","SG","Irving, TX Irving Macarthur School","Arkansas","2010"
"NOAH COTTRILL","82","PG","Logan, WV Logan","West Virginia","2010"
"DEMARCO COX","83","C","Yazoo City, MS Yazoo City","Mississippi","2010"
"CRANDALL HEAD","84","SG","Richton Park, IL Rich South","Illinois","2010"
"TOBI OYEDEJI","85","PF","Bellaire, TX Bellaire","Texas A&M","2010"
"JUSTIN MARTIN","86","SF","Beckley, WV Mountain State Academy","Xavier","2010"
"JASON MORRIS","87","SG","Lakeville, CT Hotchkiss School","Georgia Tech","2010"
"MELVIN TABB","88","PF","Raleigh, NC Enloe","Wake Forest","2010"
"DUNDRECOUS NELSON","89","PG","Jackson, MS Murrah","Mississippi","2010"
"TREVOR RELEFORD","90","PG","Shawnee Mission, KS Bishop Miege","Alabama","2010"
"CARSON DESROSIERS","91","C","Lawrence, MA Central Catholic","Wake Forest","2010"
"ROD ODOM","92","SF","Concord, MA Middlesex School","Vanderbilt","2010"
"JOSEPH YOUNG","93","SG","Houston, TX Yates","Providence","2010"
"C.J. FAIR","94","SF","Wolfeboro, NH Brewster Academy","Syracuse","2010"
"MOSES ABRAHAM","95","C","Temple Hills, MD Progressive Christian","Georgetown","2010"
"BRUCE ELLINGTON","96","PG","Moncks Corner, SC Berkeley","South Carolina","2010"
"BRYCE JONES","97","SG","Woodland Hills, CA Taft","USC","2010"
"SHABAZZ NAPIER","98","PG","Groton, MA Lawrence Academy","Connecticut","2010"
"JASON CARTER","99","PF","Humble, TX Christian Life Center","Alabama","2010"
"GERON JOHNSON","100","SG","Dayton, OH Dunbar","Undecided","2010"
"ANTHONY JOHNSON","101","SG","Chicago, IL Whitney Young","Purdue","2010"
"DANIEL ALEXANDER","102","PF","Dripping Springs, TX Dripping Springs","Texas A&M","2010"
"JERSHON COBB","103","SG","Atlanta, GA Columbia","Northwestern","2010"
"T.J. TAYLOR","104","SG","Denison, TX Denison","Marquette","2010"
"JERIAN GRANT","105","SG","Hyattsville, MD DeMatha","Notre Dame","2010"
"ISAIAH EPPS","106","PG","Chatham, VA Hargrave Military Academy","Pittsburgh","2010"
"ANDRE STRINGER","107","PG","Jackson, MS Forest Hill","Louisiana State","2010"
"JAMES JOHNSON","108","PF","Wildomar, CA Elsinore","Virginia","2010"
"RICHARD SOLOMON","109","PF","Torrance, CA Bishop Montgomery","California","2010"
"MARDRACUS WADE","110","SG","Chatham, VA Hargrave Military Academy","Arkansas","2010"
"AARON CRAFT","111","PG","Findlay, OH Liberty Benton","Ohio State","2010"
"REGGIE SMITH","112","PG","Harvey, IL Thornton Township","Marquette","2010"
"JORDIN MAYES","113","SG","Los Angeles, CA Westchester","Arizona","2010"
"J.J. MOORE","114","SF","South Kent, CT South Kent","Pittsburgh","2010"
"RUSSELL BYRD","115","SF","Fort Wayne, IN Blackhawk Christian","Michigan State","2010"
"ALEX KIRK","116","C","Los Alamos, NM Los Alamos","New Mexico","2010"
"R.J. SLAWSON","117","PF","North Charleston, SC Fort Dorchester","South Carolina","2010"
"KHYLE MARSHALL","118","PF","Pembroke Pines, FL Flanagan","Butler","2010"
"JOE HARRIS","119","SG","Chelan, WA Chelan","Virginia","2010"
"ROYCE WOOLRIDGE","120","SG","Phoenix, AZ Sunnyslope","Kansas","2010"
"MARCUS THORNTON","121","PF","Atlanta, GA Westlake","Georgia","2010"
"JAY CANTY","122","SF","Oak Ridge, NC Oak Ridge Military Academy","Xavier","2010"
"MAURICE WALKER","123","C","Wolfeboro, NH Brewster Academy","Minnesota","2010"
"CHRISHAWN HOPKINS","124","SG","Indianapolis, IN Herron","Butler","2010"
"TERRELL STOGLIN","125","PG","Tucson, AZ Santa Rita","Maryland","2010"
"DARYL TRAYNHAM","126","PG","Upper Marlboro, MD Wise","Massachusetts","2010"
"SHAVON COLEMAN","127","SF","Thibodaux, LA Thibodaux","Undecided","2010"
"JULIAN WASHBURN","128","SF","Duncanville, TX Duncanville","Undecided","2010"
"BRANDON PETERS","129","SG","Houston, TX Yates","W Kentucky","2010"
"JORDAN LATHAM","130","PF","Baltimore, MD City College High","Xavier","2010"
"SHANE SOUTHWELL","131","SF","New York, NY Rice","Kansas State","2010"
"LENZELLE SMITH","132","SG","Zion, IL Zion Benton","Ohio State","2010"
"KYLE FULLER","133","PG","Moreno Valley, CA Rancho Verde","Vanderbilt","2010"
"KYLE COLLINSWORTH","134","SF","Provo, UT Provo","Brigham Young","2010"
"J.D. WEATHERSPOON","135","PF","Columbus, OH Northland","Ohio State","2010"
"AARON BOWEN","136","SF","Winston Salem, NC Quality Education Academy","Georgetown","2010"
"MARKEL BROWN","137","SG","Alexandria, LA Peabody","Oklahoma State","2010"
"CHARLES HANKERSON","138","SG","Miami, FL Coral Reef","Wyoming","2010"
"BRANDON SPEARMAN","139","SG","Chicago, IL Simeon","Dayton","2010"
"TYLER THORNTON","140","PG","Washington, DC Gonzaga","Duke","2010"
"WILL SHEEHEY","141","SG","Weston, FL Sagemont","Indiana","2010"
"RALSTON TURNER","142","SF","Muscle Shoals, AL Muscle Shoals","Louisiana State","2010"
"AHMAD STARKS","143","PG","Chicago, IL Whitney Young","Oregon State","2010"
"VICTOR OLADIPO","144","SG","Hyattsville, MD DeMatha","Indiana","2010"
"TARAN BUIE","145","PG","State College, PA State College Area","Penn State","2010"
"BRANDON YOUNG","146","PG","Washington, DC Friendship Collegiate Academy","DePaul","2010"
"K.C. ROSS-MILLER","147","PG","Dallas, TX God's Academy","FIU","2010"
"WILL REGAN","148","PF","Buffalo, NY The Nichols School","Virginia","2010"
"STARGELL LOVE","149","PG","Winston-Salem, NC Quality Education Academy","Baylor","2010"
"JAMES SIAKAM","150","PF","Carbondale, IL Brehm Prep","Vanderbilt","2010"
"AUSTIN RIVERS","1","SG","Winter Park, FL Winter Park","Duke","2011"
"ANTHONY DAVIS","2","PF","Chicago, IL Perspectives Charter","Kentucky","2011"
"MICHAEL KIDD-GILCHRIST","3","SF","Elizabeth, NJ The Patrick School","Kentucky","2011"
"BRAD BEAL","4","SG","St. Louis, MO Chaminade","Florida","2011"
"MARQUIS TEAGUE","5","PG","Indianapolis, IN Pike","Kentucky","2011"
"LEBRYAN NASH","6","SF","Dallas, TX Lincoln","Oklahoma State","2011"
"QUINCY MILLER","7","PF","High Point, NC Westchester Country Day","Baylor","2011"
"JAMES MCADOO","8","PF","Norfolk, VA Norfolk Christian School","North Carolina","2011"
"KHEM BIRCH","9","PF","Fitchburg, MA Notre Dame","Pittsburgh","2011"
"DEANDRE DANIELS","10","SF","Bradenton, FL IMG Academy","Connecticut","2011"
"JOSIAH TURNER","11","PG","Sacramento, Calif., NC Quality Education Academy","Arizona","2011"
"KENTAVIOUS CALDWELL-POPE","12","SG","Greenville, GA Greenville","Georgia","2011"
"P.J. HAIRSTON","13","SF","Greensboro (N.C.), VA Hargrave Military Academy","North Carolina","2011"
"TONY WROTEN","14","PG","Seattle, WA Garfield","Washington","2011"
"CODY ZELLER","15","PF","Washington, IN Washington","Indiana","2011"
"RODNEY HOOD","16","SF","Meridian, MS Meridian","Mississippi St","2011"
"ADONIS THOMAS","17","SF","Memphis, TN Melrose","Memphis","2011"
"NICK JOHNSON","18","SG","Henderson, NV Findlay Prep","Arizona","2011"
"JABARI BROWN","19","SG","Oakland, CA Oakland","Oregon","2011"
"BRANDEN DAWSON","20","SF","Gary, IN Lew Wallace","Michigan State","2011"
"CHANE BEHANAN","21","PF","Bowling Green, KY Bowling Green","Louisville","2011"
"KYLE WILTJER","22","PF","Portland, OR Jesuit","Kentucky","2011"
"NORVEL PELLE","23","C","Compton, CA Price","Iona","2011"
"TREVOR LACEY","24","SG","Huntsville, AL Butler","Alabama","2011"
"B.J. YOUNG","25","PG","Florissant, MO Mccluer North","Arkansas","2011"
"MYCK KABONGO","26","PG","Henderson, NV Findlay Prep","Texas","2011"
"RAKEEM CHRISTMAS","27","C","Bryn Athyn, PA Academy Of The New Church","Syracuse","2011"
"ADJEHI BARU","28","C","Richmond, VA The Steward School","Charleston","2011"
"MICHAEL CARTER-WILLIAMS","29","SG","Hamilton, RI St Andrews","Syracuse","2011"
"LEVI RANDOLPH","30","SG","Madison, AL Bob Jones","Alabama","2011"
"DORIAN FINNEY-SMITH","31","SF","Portsmouth, VA Norcom","Virginia Tech","2011"
"KY MADDEN","32","PG","Lepanto, AR East Poinsett County","Arkansas","2011"
"JAHII CARSON","33","PG","Mesa, AZ Mesa","Arizona State","2011"
"BEN MCLEMORE","34","SG","St. Louis (MO), TX Christian Life Center","Kansas","2011"
"MICHAEL GBINIJE","35","SF","Richmond, VA Benedictine School","Duke","2011"
"WAYNE BLACKSHEAR","36","SF","Chicago, IL Morgan Park","Louisville","2011"
"OTTO PORTER","37","PF","Sikeston, MO Scott County Central","Georgetown","2011"
"QUINN COOK","38","PG","Washington (D.C.), VA Oak Hill Academy","Duke","2011"
"MYCHEAL HENRY","39","SF","Chicago, IL Orr","Illinois","2011"
"D'ANGELO HARRISON","40","SG","Fort Bend, TX Dulles","St. John's","2011"
"MAURICE HARKLESS","41","SF","South Kent, CT South Kent","St. John's","2011"
"RYAN BOATRIGHT","42","PG","Aurora, IL Aurora East","Connecticut","2011"
"LAQUINTON ROSS","43","SF","Burlington, NJ Life Center Academy","Ohio State","2011"
"SIR'DOMINIC POINTER","44","SF","Winston-Salem, NC Quality Education Academy","St. John's","2011"
"ALEX MURPHY","45","SF","Southborough, MA St. Mark's","Duke","2011"
"JOHNNY O'BRYANT","46","C","Cleveland, MS East Side","Louisiana State","2011"
"CHRIS JONES","47","PG","Memphis (Tenn.), NC Oak Ridge Military Academy","Tennessee","2011"
"NICK FAUST","48","SG","Baltimore, MD City College High","Maryland","2011"
"RODNEY COOPER","49","SG","Phenix City, AL Russell County","Alabama","2011"
"SAM THOMPSON","50","SF","Chicago, IL Whitney Young","Ohio State","2011"
"JAKARR SAMPSON","51","SF","Akron (Ohio), NH Brewster Academy","St. John's","2011"
"TYRONE JOHNSON","52","PG","Rockville, MD Montrose Christian","Villanova","2011"
"SHANNON SCOTT","53","PG","Alpharetta, GA Milton","Ohio State","2011"
"DEUCE BELLO","54","SF","High Point, NC Westchester Country Day","Baylor","2011"
"MICHAEL CHANDLER","55","C","Indianapolis, IN Lawrence North","UCF","2011"
"AARON THOMAS","56","SG","Cincinnati (Ohio), NH Brewster Academy","Florida State","2011"
"JULIEN LEWIS","57","SG","Galveston, TX La Marque","Texas","2011"
"TRACY ABRAMS","58","PG","Chicago, IL Mt. Carmel","Illinois","2011"
"MIKE SHAW","59","PF","Chicago, IL De La Salle","Illinois","2011"
"SHELDON MCCLELLAN","60","SG","Houston, TX Bellaire","Texas","2011"
"JUAN ANDERSON","61","SF","Castro Valley, CA Castro Valley","Marquette","2011"
"TYLER ADAMS","62","C","Brandon, MS Brandon","Georgetown","2011"
"DAI-JON PARKER","63","SG","Alpharetta, GA Milton","Vanderbilt","2011"
